dataset_name,stroke,event_distance,sex,age_min,age_max,skill_level,metric_name,unit,value_typical,uncertainty_sd,value_min,value_max,measurement_domain,status,benchmark_priority,method,notes,source_type,source_title,authors,publication_year,doi,pmid,population_description,age_group,population_level,course,event_context,evidence_grade,benchmark_eligibility,benchmark_use,population_match_required,context_only_reason
EUROPEAN_FINALISTS_2021_MALE,BUTTERFLY,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,9.8,1.3,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BUTTERFLY,200m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.68,0.03,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BUTTERFLY,200m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,49.8,1.8,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BUTTERFLY,200m,Male,,,Elite / European Championship Finalist,DPS,m,2.03,0.1,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,Start Time,s,6.2,0.17,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,13.3,0.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,Turn Time,s,10.15,0.16,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,11.5,1.1,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.77,0.02,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,49.7,3.4,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,100m,Male,,,Elite / European Championship Finalist,DPS,m,2.15,0.14,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,Start Time,s,6.46,0.23,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,13.6,0.6,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,Turn Time,s,10.99,0.33,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,Breakout Distance After Turn,m,11.4,2.2,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,Swim Velocity,m/s,1.62,0.03,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,Stroke Rate,spm,41.4,2.5,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BACKSTROKE,200m,Male,,,Elite / European Championship Finalist,DPS,m,2.35,0.12,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,200m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,Start Time,s,6.43,0.25,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
EUROPEAN_FINALISTS_2021_MALE,BREASTSTROKE,100m,Male,,,Elite / European Championship Finalist,Breakout Distance After Start,m,14.0,0.7,,,CALIBRATED_PHYSICAL,VALIDATED_REFERENCE,PRIMARY_BENCHMARK,Race video kinematic analysis; stroke rate = 60 / stroke time; DPS = stroke time × section velocity,"Long-course pool. Values are mean ± SD. Applicable to elite adult European championship finalists; do not generalize to youth, masters, recreational, or non-European cohorts.",PEER_REVIEWED_ORIGINAL_RESEARCH,Performance Development of European Swimmers Across the Olympic Cycle,Born DP; Schönfelder M; Logan O; Olstad BH; Romann M,2022,10.3389/fspor.2022.894066,35755613,2021 European Swimming Championships finalists; long-course pool; elite European swimmers,ADULT,ELITE,LCM,100m,A,BENCHMARK,"Use for adult elite/European-championship-level long-course comparison only; do not generalize to youth, masters, recreational, or non-comparable events.",sex + adult + elite + LCM + comparable event/stroke,
